id,text,label
37381,Policy 37381 does not provide enough resources for hospitals.,0
37382,Policy 37382 enhances patient safety standards.,1
37383,"Policy 37383 supports telehealth services, improving access for rural areas.",1
37384,"Policy 37384 has several gaps, leading to inadequate healthcare access.",0
37385,Policy 37385 enhances patient safety standards.,1
37386,"Policy 37386 has several gaps, leading to inadequate healthcare access.",0
37387,"Policy 37387 has several gaps, leading to inadequate healthcare access.",0
37388,Policy 37388 improves public health by increasing funding for vaccinations.,1
37389,"Policy 37389 has several gaps, leading to inadequate healthcare access.",0
37390,"Policy 37390 promotes preventative care, aiming to reduce chronic disease rates.",1
37391,"Policy 37391 supports telehealth services, improving access for rural areas.",1
37392,Policy 37392 improves public health by increasing funding for vaccinations.,1
37393,Policy 37393 expands mental health services for underserved communities.,1
37394,"Policy 37394 supports telehealth services, improving access for rural areas.",1
37395,Policy 37395 creates barriers to access for marginalized populations.,0
37396,Policy 37396 does not provide enough resources for hospitals.,0
37397,Policy 37397 improves public health by increasing funding for vaccinations.,1
37398,Policy 37398 has been criticized for not considering diverse community needs.,0
37399,Policy 37399 improves public health by increasing funding for vaccinations.,1
37400,Policy 37400 creates barriers to access for marginalized populations.,0
37401,Policy 37401 creates barriers to access for marginalized populations.,0
37402,Policy 37402 enhances patient safety standards.,1
37403,Policy 37403 enhances patient safety standards.,1
37404,Policy 37404 enhances patient safety standards.,1
37405,"Policy 37405 supports telehealth services, improving access for rural areas.",1
37406,Policy 37406 improves public health by increasing funding for vaccinations.,1
37407,Policy 37407 improves public health by increasing funding for vaccinations.,1
37408,"Policy 37408 supports telehealth services, improving access for rural areas.",1
37409,Policy 37409 expands mental health services for underserved communities.,1
37410,Policy 37410 expands mental health services for underserved communities.,1
37411,Policy 37411 does not provide enough resources for hospitals.,0
37412,"Policy 37412 promotes preventative care, aiming to reduce chronic disease rates.",1
37413,Policy 37413 does not provide enough resources for hospitals.,0
37414,Policy 37414 does not provide enough resources for hospitals.,0
37415,Policy 37415 has been criticized for not considering diverse community needs.,0
37416,"Policy 37416 promotes preventative care, aiming to reduce chronic disease rates.",1
37417,Policy 37417 improves public health by increasing funding for vaccinations.,1
37418,Policy 37418 expands mental health services for underserved communities.,1
37419,Policy 37419 expands mental health services for underserved communities.,1
37420,"Policy 37420 promotes preventative care, aiming to reduce chronic disease rates.",1
37421,Policy 37421 creates barriers to access for marginalized populations.,0
37422,"Policy 37422 promotes preventative care, aiming to reduce chronic disease rates.",1
37423,"Policy 37423 has several gaps, leading to inadequate healthcare access.",0
37424,"Policy 37424 supports telehealth services, improving access for rural areas.",1
37425,Policy 37425 enhances patient safety standards.,1
37426,Policy 37426 has been criticized for not considering diverse community needs.,0
37427,"Policy 37427 promotes preventative care, aiming to reduce chronic disease rates.",1
37428,"Policy 37428 promotes preventative care, aiming to reduce chronic disease rates.",1
37429,Policy 37429 fails to address the mental health crisis effectively.,0
37430,Policy 37430 fails to address the mental health crisis effectively.,0
37431,Policy 37431 fails to address the mental health crisis effectively.,0
37432,"Policy 37432 has several gaps, leading to inadequate healthcare access.",0
37433,Policy 37433 improves public health by increasing funding for vaccinations.,1
37434,Policy 37434 fails to address the mental health crisis effectively.,0
37435,Policy 37435 creates barriers to access for marginalized populations.,0
37436,"Policy 37436 promotes preventative care, aiming to reduce chronic disease rates.",1
37437,Policy 37437 enhances patient safety standards.,1
37438,Policy 37438 creates barriers to access for marginalized populations.,0
37439,"Policy 37439 promotes preventative care, aiming to reduce chronic disease rates.",1
37440,Policy 37440 has been criticized for not considering diverse community needs.,0
37441,Policy 37441 enhances patient safety standards.,1
37442,"Policy 37442 supports telehealth services, improving access for rural areas.",1
37443,Policy 37443 enhances patient safety standards.,1
37444,Policy 37444 does not provide enough resources for hospitals.,0
37445,"Policy 37445 supports telehealth services, improving access for rural areas.",1
37446,Policy 37446 creates barriers to access for marginalized populations.,0
37447,Policy 37447 does not provide enough resources for hospitals.,0
37448,Policy 37448 enhances patient safety standards.,1
37449,Policy 37449 improves public health by increasing funding for vaccinations.,1
37450,Policy 37450 creates barriers to access for marginalized populations.,0
37451,Policy 37451 improves public health by increasing funding for vaccinations.,1
37452,Policy 37452 improves public health by increasing funding for vaccinations.,1
37453,Policy 37453 does not provide enough resources for hospitals.,0
37454,Policy 37454 does not provide enough resources for hospitals.,0
37455,"Policy 37455 promotes preventative care, aiming to reduce chronic disease rates.",1
37456,"Policy 37456 promotes preventative care, aiming to reduce chronic disease rates.",1
37457,"Policy 37457 promotes preventative care, aiming to reduce chronic disease rates.",1
37458,"Policy 37458 has several gaps, leading to inadequate healthcare access.",0
37459,Policy 37459 fails to address the mental health crisis effectively.,0
37460,"Policy 37460 has several gaps, leading to inadequate healthcare access.",0
37461,Policy 37461 improves public health by increasing funding for vaccinations.,1
37462,"Policy 37462 promotes preventative care, aiming to reduce chronic disease rates.",1
37463,Policy 37463 has been criticized for not considering diverse community needs.,0
37464,Policy 37464 expands mental health services for underserved communities.,1
37465,Policy 37465 fails to address the mental health crisis effectively.,0
37466,Policy 37466 enhances patient safety standards.,1
37467,Policy 37467 enhances patient safety standards.,1
37468,"Policy 37468 has several gaps, leading to inadequate healthcare access.",0
37469,Policy 37469 enhances patient safety standards.,1
37470,Policy 37470 does not provide enough resources for hospitals.,0
